identifier,score,category,Domain Analysis For,Google PageRank,cPR Score,Domain Authority,Page Authority,Trust Flow,Trust Metric,Global Rank,Alexa USA Rank,Alexa Reach Rank,Spam Score,External Backlinks,Referring Domains,EDU Backlinks,EDU Domains,GOV Backlinks,GOV Domains,PR Quality,Canonical URL,Topic,Topic Value,Indexed URLs,Citation Flow
bipartisanreport.com,17.5,Fake News,bipartisanreport.com,5,5.4,56,44,16,16,199060,37481,182707,1,62648,1888,54,16,0,0,Very Strong,bipartisanreport.com/,Computers/Software/Internet,16,159924,44
breitbart.com,49.5,Fake News,breitbart.com,8,8.3,90,64,69,69,,64,287,5,26647522,68060,3259,389,1028,45,Very Strong,breitbart.com/,News/Headline Links,69,1726069,83
clashdaily.com,10,Fake News,clashdaily.com,5,5.8,59,49,21,21,219530,47055,204988,0,303795,2992,10,3,0,0,Very Strong,clashdaily.com/,Society/Politics,20,81469,39
cnsnews.com,67.5,Fake News,cnsnews.com,7,7.5,79,60,36,36,,,,1,6089579,29732,1778,205,2423,34,Very Strong,cnsnews.com/,Society/Activism,29,264644,57
conservativedailypost.com,22.5,Fake News,conservativedailypost.com,5,5.8,61,46,20,20,201801,47549,176928,1,70313,1836,2,2,0,0,Very Strong,conservativedailypost.com/,Society/Issues,20,44065,48
conservativefiringline.com,17.5,Fake News,conservativefiringline.com,5,5.1,52,43,16,16,192577,37154,187584,0,107344,1242,1,1,0,0,Very Strong,conservativefiringline.com/,Society/Politics,15,54711,40
conservative101.com,29.5,Fake News,conservative101.com,5,4.9,48,42,7,7,6034921,,5246203,16,4386,663,3,2,0,0,Strong,conservative101.com/,Computers/Software/Internet,6,3404,12
conservativepost.com,29.5,Fake News,conservativepost.com,5,5.5,56,46,16,16,978914,351701,865926,0,30152,1619,3,2,0,0,Very Strong,conservativepost.com/,Society/Politics,16,36856,38
westernjournal.com,37.5,Fake News,westernjournal.com,6,6.9,82,46,27,27,,125,481,1,1384680,8832,103,37,135,4,Very Strong,westernjournal.com/,Society/Politics,23,148740,54
dailymail.co.uk,64.5,Fake News,dailymail.co.uk,8,9.1,94,74,75,75,203,119,187,1,88944323,422785,104952,1836,12474,304,Very Strong,dailymail.co.uk/,News/Newspapers,73,9020674,89
dcdirtylaundry.com,12.5,Fake News,dcdirtylaundry.com,3,3.6,33,33,23,23,161503,31414,167688,0,473509,390,0,0,0,0,Moderate,dcdirtylaundry.com/,Science/Social Sciences,22,3251,40
democraticmoms.com,39.5,Fake News,democraticmoms.com,3,3.2,32,27,7,7,15671274,,14696837,1,1621,112,6,1,0,0,Moderate,democraticmoms.com/,Society/Politics,7,5525,20
denverguardian.com,7.5,Fake News,denverguardian.com,4,4.4,48,34,10,10,,,,0,1547,258,8,1,0,0,Moderate,denverguardian.com/,Science/Environment,9,45,17
downtrend.com,7.5,Fake News,downtrend.com,5,5.8,,,,,382983,86768,343614,1,,,,,,,,downtrend.com/,,,,
drudgereport.com,29.5,Fake News,drudgereport.com,7,7.6,76,65,49,49,793,166,532,3,7173275,19873,1191,247,12,8,Very Strong,drudgereport.com/,News/Breaking News,48,12594,44
eaglerising.com,20,Fake News,eaglerising.com,5,5.2,53,44,20,20,1128817,183912,977503,0,59232,1546,0,0,0,0,Very Strong,eaglerising.com/,Society/Politics,20,44758,37
en-volve.com,7.5,Fake News,en-volve.com,4,4.1,,,,,396135,114505,393275,2,,,,,,,,en-volve.com/,,,,
frontpagemag.com,17.5,Fake News,frontpagemag.com,7,7.5,78,60,57,57,56425,12908,50761,1,4942746,18140,716,148,154,3,Very Strong,frontpagemag.com/,News/Analysis and Opinion,56,207744,53
geologyin.com,52,Fake News,geologyin.com,4,4.6,49,37,18,18,105000,36523,87343,1,7799,859,51,16,0,0,Strong,geologyin.com/,Recreation/Outdoors,18,5769,34
thegoodlordabove.com,29.5,Fake News,thegoodlordabove.com,4,4.6,48,37,12,12,2868815,,2932511,1,3338,270,0,0,0,0,Moderate,thegoodlordabove.com/,Arts/Genres,12,662,25
hoggwatch.com,5,Fake News,hoggwatch.com,3,3.5,31,34,8,8,3575401,,3022083,8,4689,180,0,0,0,0,Moderate,hoggwatch.com/,Health/News and Media,8,27,16
illicitinfo.com,42.5,Fake News,illicitinfo.com,3,2.9,28,25,10,10,191557,29536,165826,1,2943,78,0,0,0,0,Weak,illicitinfo.com/,Business/Investing,10,2598,22
ilovemyfreedom.org,54.5,Fake News,ilovemyfreedom.org,5,5,50,42,19,19,38907,7257,34901,0,75874,1193,0,0,0,0,Very Strong,ilovemyfreedom.org/,Society/Politics,17,13616,40
informationliberation.com,47.5,Fake News,informationliberation.com,5,5.8,,,,,98831,46456,80903,2,,,,,,,,informationliberation.com/,,,,
jihadwatch.org,17.5,Fake News,jihadwatch.org,7,7.2,74,59,38,38,58064,17762,54680,0,3893141,11052,191,54,7,2,Very Strong,jihadwatch.org/,Society/Religion and Spirituality,37,154542,37
joeforamerica.com,7.5,Fake News,joeforamerica.com,5,5.6,57,47,27,27,137094,27964,128819,2,343536,1815,1,1,0,0,Very Strong,joeforamerica.com/,Society/Politics,27,47868,41
judicialwatch.org,52,Fake News,judicialwatch.org,7,7.1,77,54,44,44,,2418,9746,1,1131204,13891,388,59,21,10,Very Strong,judicialwatch.org/,Society/Politics,43,181152,54
madworldnews.com,7.5,Fake News,madworldnews.com,6,6.8,77,49,26,26,212111,51868,191306,1,95940,3330,7,2,0,0,Very Strong,madworldnews.com/,News/Media Industry,26,23624,39
magadailyreport.com,50,Fake News,magadailyreport.com,1,1.6,15,14,3,3,829169,,688811,0,101,35,0,0,0,0,Weak,magadailyreport.com/,Society/History,3,64,11
nationalenquirer.com,7.5,Fake News,nationalenquirer.com,6,7,77,52,60,60,56283,20629,47583,1,463818,9937,145,60,3,1,Very Strong,nationalenquirer.com/,Society/People,60,117723,48
newspunch.com,0,Fake News,newspunch.com,6,6.8,84,42,21,21,38024,9585,32192,1,1186807,9551,416,21,0,0,Very Strong,newspunch.com/,News/Magazines and E-zines,20,114627,64
occupydemocrats.com,20,Fake News,occupydemocrats.com,5,5.8,61,46,17,17,1502624,384047,1319765,0,102221,2642,43,17,0,0,Very Strong,occupydemocrats.com/,Society/Politics,16,11133,37
patriotbeacon.com,52,Fake News,patriotbeacon.com,3,2.9,29,24,5,5,,,,0,127,47,0,0,0,0,Weak,patriotbeacon.com/,Home/Rural Living,5,86,8
patrioticexpress.com,29.5,Fake News,patrioticexpress.com,3,3.2,34,25,9,9,3989392,,3564540,5,885,132,0,0,0,0,Moderate,patrioticexpress.com/,Reference/Education,9,25785,23
patriotjournal.org,49.5,Fake News,patriotjournal.org,3,2.9,26,28,11,11,144745,32761,156630,1,12727,222,0,0,0,0,Moderate,patriotjournal.org/,Society/Politics,11,9609,25
powderedwigsociety.com,12.5,Fake News,powderedwigsociety.com,4,4.2,41,37,12,12,1357096,249269,1193195,0,13053,533,0,0,1,1,Strong,powderedwigsociety.com/,News/Media Industry,11,16321,28
progresstribune.com,7.5,Fake News,progresstribune.com,3,3.2,33,27,2,2,3105174,,2686181,3,2757,78,0,0,0,0,Weak,progresstribune.com/,Arts/Television,2,2494,16
puppetstringnews.com,7.5,Fake News,puppetstringnews.com,4,4.1,42,33,12,12,488843,114861,404295,1,7882,564,0,0,0,0,Strong,puppetstringnews.com/,News/Media Industry,11,14424,31
react365.com,15,Fake News,react365.com,4,3.9,42,31,14,14,940165,498508,779412,10,4828,469,10,2,0,0,Moderate,react365.com/,Business/Publishing and Printing,14,623,29
redstatewatcher.com,7.5,Fake News,redstatewatcher.com,5,5.2,54,43,15,15,105279,20659,131128,1,41280,1297,2,1,0,0,Very Strong,redstatewatcher.com/,Society/Issues,15,148801,42
redstatewave.com,7.5,Fake News,redstatewave.com,3,2.8,31,21,12,12,,,,0,254,32,0,0,0,0,Weak,redstatewave.com/,Society/Politics,12,9200,11
rightwingnews.com,32.5,Fake News,rightwingnews.com,6,6.5,,,,,446005,133375,399052,0,,,,,,,,rightwingnews.com/,,,,
rt.com,32.5,Fake News,rt.com,8,8.9,94,71,68,68,270,,261,1,30499164,140288,34031,807,4432,155,Very Strong,rt.com/,News/Media Industry,67,3198531,82
sputniknews.com,7.5,Fake News,sputniknews.com,8,8.5,92,66,65,65,588,,615,1,17054422,74874,16572,470,2585,118,Very Strong,sputniknews.com/,News/Media Industry,60,4983997,83
svijmedia.com,7.5,Fake News,svijmedia.com,2,1.7,18,14,11,11,11122794,,10016112,3,286,16,0,0,0,0,Weak,svijmedia.com/,News/Media Industry,11,260,12
teaparty.org,12.5,Fake News,teaparty.org,6,6,64,48,22,22,60167,11585,54724,1,130957,3650,75,28,3,2,Very Strong,teaparty.org/,Society/Politics,20,57536,38
tmn.today,7.5,Fake News,tmn.today,4,4.2,43,35,11,11,402842,79862,358207,1,2950,497,0,0,0,0,Moderate,tmn.today/,Science/Astronomy,10,7972,28
tmn.today,7.5,Fake News,tmn.today,4,4.2,43,35,11,11,402842,79862,358207,1,2950,497,0,0,0,0,Moderate,tmn.today/,Science/Astronomy,10,7972,28
theamericanmirror.com,22,Fake News,theamericanmirror.com,5,5.8,62,46,22,22,34972,4739,25963,4,275778,4167,3,2,0,0,Very Strong,theamericanmirror.com/,News/Weblogs,20,6681,39
dcclothesline.com,7.5,Fake News,dcclothesline.com,5,5.7,,,,,114628,27569,114909,2,,,,,,,,dcclothesline.com/,,,,
theduran.com,17.5,Fake News,theduran.com,6,6.3,66,51,26,26,101409,,91288,0,1193447,4266,7,3,0,0,Very Strong,theduran.com/,Society/Politics,25,101943,54
thefederalistpapers.org,40,Fake News,thefederalistpapers.org,6,6.1,63,50,25,25,60666,10995,51403,1,507705,4531,127,15,6,2,Very Strong,thefederalistpapers.org/,News/Media Industry,24,64030,42
freetelegraph.com,42,Fake News,freetelegraph.com,3,3.6,35,31,11,11,6691758,,6134034,1,276,75,4,1,0,0,Weak,freetelegraph.com/,Society/Issues,11,2460,24
thegatewaypundit.com,20,Fake News,thegatewaypundit.com,7,7,76,54,28,28,6855,1509,6168,2,4997224,15552,146,28,8,2,Very Strong,thegatewaypundit.com/,Society/Politics,25,253283,51
thegoldwater.com,7.5,Fake News,thegoldwater.com,5,5,52,41,13,13,458479,142610,389550,2,96778,2188,7,3,0,0,Very Strong,thegoldwater.com/,Business/Information Technology,12,58804,37
thehornnews.com,12.5,Fake News,thehornnews.com,5,4.9,50,41,21,21,82497,15503,80056,1,21277,1106,1,1,0,0,Very Strong,thehornnews.com/,Society/Politics,20,11399,35
thelibertyeagle.com,30,Fake News,thelibertyeagle.com,4,3.9,40,32,9,9,753356,252602,638321,0,2053,276,2,1,0,0,Moderate,thelibertyeagle.com/,News/Media Industry,9,762,11
toptopic.club,7.5,Fake News,toptopic.club,1,1.4,16,9,11,11,2030030,,1786040,6,82,12,0,0,0,0,Weak,toptopic.club/,Society/Politics,11,214,8
trump.news,5,Fake News,trump.news,4,4.5,39,45,16,16,876517,223841,805391,0,41843,918,0,0,0,0,Strong,trump.news/,Health/News and Media,16,977,17
truthfeednews.com,7.5,Fake News,truthfeednews.com,4,4.8,49,40,16,16,1280715,503100,1061209,4,29421,977,0,0,0,0,Strong,truthfeednews.com/,Society/Politics,16,22279,38
truthuncensored.net,7.5,Fake News,truthuncensored.net,4,4.5,44,39,14,14,,,,0,18480,828,1,1,0,0,Strong,truthuncensored.net/,Science/Social Sciences,14,30129,31
uschronicle.com,57.5,Fake News,uschronicle.com,3,3.7,36,33,12,12,681232,247964,569183,4,8462,263,3,2,0,0,Moderate,uschronicle.com/,Games/Party Games,12,562,19
usareally.com,7.5,Fake News,usareally.com,4,4.4,45,37,24,24,1209357,486309,1131304,1,10550,476,1,1,0,0,Moderate,usareally.com/,Society/Paranormal,24,3626,39
usnationalnews.org,29.5,Fake News,usnationalnews.org,2,1.9,19,17,12,12,1114051,,1086819,2,245,30,0,0,0,0,Weak,usnationalnews.org/,News/Media Industry,12,2842,18
voiceofeurope.com,29.5,Fake News,voiceofeurope.com,5,5.6,57,47,25,25,38022,28248,34988,1,213635,3585,27,2,1,1,Very Strong,voiceofeurope.com/,Society/Paranormal,24,21365,50
webdaily.com,52,Fake News,webdaily.com,3,3,28,27,6,6,,,,0,328,97,0,0,0,0,Weak,webdaily.com/,News/Media Industry,6,450,9
wnd.com,17.5,Fake News,wnd.com,7,8,87,61,65,65,,1109,5358,1,8357363,42636,1743,240,136,17,Very Strong,wnd.com/,Society/Politics,64,650741,64
wokesloth.com,39.5,Fake News,wokesloth.com,4,4.3,44,35,15,15,23110,6694,18295,1,17272,761,2,1,0,0,Strong,wokesloth.com/,Society/Activism,14,9349,33
dailyworldupdate.us,7.5,Satire,dailyworldupdate.us,2,2.3,25,17,7,7,14251698,,13051901,0,228,21,0,0,0,0,Weak,dailyworldupdate.us/,News/Media Industry,7,120,16
huzlers.com,0,Satire,huzlers.com,5,5.8,,,,,187958,184261,151827,1,,,,,,,,huzlers.com/,,,,
worldnewsdailyreport.com,7.5,Satire,worldnewsdailyreport.com,6,7,76,53,20,20,51747,45746,42485,2,75749,6067,56,19,1,1,Very Strong,worldnewsdailyreport.com/,Health,18,685641,48
americaslastlineofdefense.org,7.5,UNS,americaslastlineofdefense.org,2,1.8,18,15,11,11,,,,0,76,13,0,0,0,0,Weak,americaslastlineofdefense.org/,News/Media Industry,11,30,7
attitude.co.uk,70,UNS,attitude.co.uk,6,7,75,54,44,44,149012,,124446,1,158282,5842,56,23,13,3,Very Strong,attitude.co.uk/,News/Media Industry,44,93642,37
breakingnews247.net,7.5,UNS,breakingnews247.net,3,3.4,37,26,6,6,5774110,,5352042,10,415,136,8,1,0,0,Moderate,breakingnews247.net/,Society/Politics,6,746,13
breakingnews365.net,7.5,UNS,breakingnews365.net,3,3.3,37,25,7,7,3064514,,2567351,10,875,183,2,1,0,0,Moderate,breakingnews365.net/,Society/Paranormal,7,481,16
cbinfo24.com,7.5,UNS,cbinfo24.com,2,1.6,14,16,12,12,,,,8,112,13,0,0,0,0,Weak,cbinfo24.com/,News/Media Industry,12,222,7
channel22news.com,7.5,UNS,channel22news.com,3,3.2,30,29,3,3,1732168,346418,1414974,0,506,188,0,0,0,0,Moderate,channel22news.com/,Home/Cooking,2,230,5
channel23news.com,7.5,UNS,channel23news.com,4,3.8,39,32,11,11,3081253,,2665720,0,884,289,1,1,0,0,Moderate,channel23news.com/,News/Media Industry,11,5166,21
channel24news.com,7.5,UNS,channel24news.com,3,3.4,33,30,6,6,1269912,370145,1034365,0,888,223,0,0,0,0,Moderate,channel24news.com/,Society/Politics,6,317,8
channel28news.com,7.5,UNS,channel28news.com,3,3.3,34,28,3,3,2612711,,2147034,0,320,152,0,0,0,0,Moderate,channel28news.com/,Society/Religion and Spirituality,3,139,6
channel33news.com,7.5,UNS,channel33news.com,0,0.3,1,5,0,0,,,,0,16,1,0,0,0,0,Very Weak,channel33news.com/,,0,52,0
channel34news.com,7.5,UNS,channel34news.com,1,0.6,3,8,0,0,,,,0,25,4,0,0,0,0,Very Weak,channel34news.com/,,0,891,0
channel45news.com,7.5,UNS,channel45news.com,3,3.6,35,32,8,8,453965,78818,384249,0,2986,291,0,0,0,0,Moderate,channel45news.com/,News/Newspapers,8,1083,13
express.co.uk,72,UNS,express.co.uk,8,8.5,93,65,66,66,986,732,773,1,16778341,124216,19316,681,818,99,Very Strong,express.co.uk/,News/Newspapers,66,2189469,75
fbnewscycle.com,32.5,UNS,fbnewscycle.com,3,3.3,,,,,9056705,0,8085452,4,,,,,,,,fbnewscycle.com/,,,,
gellerreport.com,12.5,UNS,gellerreport.com,6,6,67,45,20,20,61823,11347,56846,5,1420077,4403,19,8,0,0,Very Strong,gellerreport.com/,Society/Religion and Spirituality,18,166007,52
greenmedinfo.com,17.5,UNS,greenmedinfo.com,6,6.9,,,,,39919,13707,36158,2,,,,,,,,greenmedinfo.com/,,,,
higherperspectives.com,22,UNS,higherperspectives.com,6,6.2,67,47,17,17,,6079,9716,1,56556,3675,42,11,0,0,Very Strong,higherperspectives.com/,Society/Sexuality,16,28064,44
mminfo24.com,7.5,UNS,mminfo24.com,2,1.7,15,17,11,11,,,,9,19,13,0,0,0,0,Weak,mminfo24.com/,News/Media Industry,11,180,11
news4ktla.com,20,UNS,news4ktla.com,3,3.6,37,29,11,11,5270443,,5112202,4,398,98,10,2,0,0,Weak,news4ktla.com/,Society/Issues,11,157,23
redstate.com,42,UNS,redstate.com,7,7.3,77,58,29,29,23373,3948,21924,1,6208621,15913,596,83,97,9,Very Strong,redstate.com/,Society/Politics,27,185506,47
rightwingtribune.com,47.5,UNS,rightwingtribune.com,4,3.8,34,36,19,19,186614,55211,218329,0,272477,250,0,0,0,0,Moderate,rightwingtribune.com/,Society/Religion and Spirituality,19,5250,34
rwnofficial.com,32.5,UNS,rwnofficial.com,4,4.1,38,37,14,14,2378644,541454,2146330,0,106494,486,0,0,0,0,Moderate,rwnofficial.com/,Society/Politics,13,5706,25
themindunleashed.com,0,UNS,themindunleashed.com,6,6.2,65,49,18,18,39965,20553,31240,1,251603,5150,40,11,1,1,Very Strong,themindunleashed.com/,Society/Politics,17,39375,40
trend-news.com,7.5,UNS,trend-news.com,3,3.1,35,23,6,6,2744797,323936,2262088,3,2111,309,0,0,0,0,Moderate,trend-news.com/,Computers/Open Source,6,740,16
trumpbetrayed.us,7.5,UNS,trumpbetrayed.us,2,2.2,,,,,6296145,0,5659528,0,,,,,,,,trumpbetrayed.us/,,,,
universaleinfo.com,7.5,UNS,universaleinfo.com,2,1.6,14,16,11,11,,,,2,40,18,2,1,0,0,Weak,universaleinfo.com/,News/Media Industry,10,379,6
ustruthwire.com,50,UNS,ustruthwire.com,2,2.4,22,23,2,2,,,,2,332,38,0,0,0,0,Weak,ustruthwire.com/,Computers/Shopping,2,755,7
wearethellod.com,7.5,UNS,wearethellod.com,2,1.9,,,,,995698,0,866094,0,,,,,,,,wearethellod.com/,,,,
conservativetribune.com,37.5,UNS,conservativetribune.com,6,6.8,74,52,15,15,2027850,,2203662,1,255665,4356,25,7,0,0,Very Strong,conservativetribune.com/,Society/Politics,14,66165,34
dennismichaellynch.com,62.5,UNS,dennismichaellynch.com,5,5.3,54,45,20,20,219282,31995,220557,0,40460,1298,3,2,0,0,Very Strong,dennismichaellynch.com/,Society/Religion and Spirituality,20,31992,29
mintpressnews.com,52,UNS,mintpressnews.com,6,6.9,74,53,29,29,63588,25792,52352,1,1914601,13029,1883,95,12,2,Very Strong,mintpressnews.com/,Society/Politics,25,375895,57
ruptly.tv,25,UNS,ruptly.tv,6,5.9,60,50,37,37,57109,,59784,3,1284687,2114,12,4,0,0,Very Strong,ruptly.tv/,News/Media Industry,36,71554,45
thepoke.co.uk,52,UNS,thepoke.co.uk,6,6.6,73,49,20,20,32749,,30430,1,180808,6481,42,16,5,4,Very Strong,thepoke.co.uk/,Arts/Weblogs,18,36850,37
wikileaks.com,44.5,UNS,wikileaks.com,5,5.9,61,48,20,20,576227,277276,571679,1,31930,2065,18,4,0,0,Very Strong,wikileaks.com/,Science/Math,20,328039,34
bbc.co.uk,95,UNS,bbc.co.uk,9,9.4,96,78,96,96,100,,102,1,1021705600,748222,6267085,5528,1119474,1710,Very Strong,bbc.co.uk/,Arts/Television,89,16462553,98
armytimes.com,100,UNS,armytimes.com,6,6.8,73,52,53,53,57462,13031,46855,0,1922045,18233,811,149,2742,46,Very Strong,armytimes.com/,News/Media Industry,52,3375057,54
msnbc.com,82.5,UNS,msnbc.com,8,8.5,90,67,52,52,2785,680,2504,1,15070057,82944,52814,1136,1219,89,Very Strong,msnbc.com/,News,41,675838,64
news.sky.com,82.5,UNS,news.sky.com,8,8.7,93,69,71,71,1661,,1598,1,11834848,82406,17660,522,15641,75,Very Strong,news.sky.com/,News,69,508637,74
news.yahoo.com,87.5,UNS,news.yahoo.com,9,9.2,95,76,80,80,9,7,8,1,63063331,147016,23690,1095,4309,131,Very Strong,news.yahoo.com/,News,74,2110239,61
siliconvalley.com,100,UNS,siliconvalley.com,6,6.5,69,51,55,55,413615,196935,348869,1,2255005,10492,1125,156,86,13,Very Strong,siliconvalley.com/,Business/Information Technology,54,343372,53
ansa.it,95,UNS,ansa.it,8,8.2,91,61,72,72,2233,,2188,1,47274795,46398,52119,223,388129,243,Very Strong,ansa.it/,News,70,1548721,77
ilsole24ore.com,100,UNS,ilsole24ore.com,7,8,91,58,74,74,3291,,2966,2,161167835,54547,5063,245,17657,262,Very Strong,ilsole24ore.com/,Business/News and Media,71,2889657,77
repubblica.it,82.5,UNS,repubblica.it,8,8.5,93,65,77,77,526,,548,2,44435923,96814,113701,716,276835,712,Very Strong,repubblica.it/,News/Newspapers,74,4019597,70
corriere.it,82.5,UNS,corriere.it,8,8.4,92,63,63,63,896,,871,1,33822918,78971,5468,490,14430,382,Very Strong,corriere.it/,News/Newspapers,54,3889612,73
belfasttelegraph.co.uk,100,UNS,belfasttelegraph.co.uk,7,7.9,89,57,57,57,29698,,26393,1,1598766,43081,3523,267,148,26,Very Strong,belfasttelegraph.co.uk/,News/Newspapers,57,345768,46
channel4.com,95,UNS,channel4.com,8,8.3,93,61,68,68,3821,,3625,8,6112215,78928,190958,712,433,101,Very Strong,channel4.com/,Arts/Television,64,740321,64
mirror.co.uk,87.5,UNS,mirror.co.uk,8,8.6,93,67,75,75,1618,,1289,1,23967682,153685,17538,697,936,113,Very Strong,mirror.co.uk/,News/Newspapers,74,3680501,69
newstatesman.com,100,UNS,newstatesman.com,7,7.6,,,,,21124,0,16381,1,,,,,,,,newstatesman.com/,,,,
thesun.co.uk,95,UNS,thesun.co.uk,8,8.6,94,66,69,69,1419,,1156,1,27681327,134950,20299,531,964,64,Very Strong,thesun.co.uk/,Business/Arts and Entertainment,68,1653544,76
telegraph.co.uk,87.5,UNS,telegraph.co.uk,8,9.1,94,74,85,85,799,,643,1,61575089,438820,910703,2301,7590,379,Very Strong,telegraph.co.uk/,News/Newspapers,83,3887022,80
scotsman.com,92.5,UNS,scotsman.com,7,7.9,88,58,64,64,21559,,18027,1,6010042,57205,10105,544,2568,63,Very Strong,scotsman.com/,News/Newspapers,62,1152753,64
spectator.co.uk,80,UNS,spectator.co.uk,7,7.6,85,55,65,65,20906,,18196,1,4701425,34496,7024,337,48,27,Very Strong,spectator.co.uk/,News/Magazines and E-zines,64,1314463,62
au.news.yahoo.com,87.5,UNS,au.news.yahoo.com,8,8.8,95,68,42,42,9,7,8,1,2773722,31886,2759,226,893,57,Very Strong,au.news.yahoo.com/,News/Newspapers,40,433199,40

